label,script
0," Because it's true, many parents have been writing me to ask some autograph cards for their daughters, because let's say they had a daughter and they named her Timea because they just loved the name"
0,I really feel honored about that
0, In Switzerland there is maybe a little bit more Timeas than ten years ago
0, Thanks for the -- I mean -- I cannot speak anymore
0, Too much emotions
0," Yeah, thanks"
0, I been playing tennis for that
0, It's nice to let culture sometimes mix and name origins as well
0," Well, that's it for the little story"
1,"Well, so with Timea Babos, we do speak Hungarian together"
0," Well, we're friends, and, yeah, we know each other quite well"
0, It's going to be a tough one definitely
0,We played twice against each other but it was only on clay
0," You know, here the surface is quite different"
1," I mean, you have to be aggressive as well"
0, So probably it's going to be something totally different than on the clay courts
0,"Anyway, you know, I'm kind of pumped up because I don't like to lose"
0," Today I lost quite quickly, in less than one hour, so I'm not really happy about that"
0,"Definitely tomorrow -- yeah, like I said before, it's the last push, so I'm going to out there; I have nothing to lose; I maybe have the advantage that I played once on the court and I'm not going to be surprised anymore about how fast it is or -- yeah, about the small stadium or how it is"
0,I'm going to try definitely to do my best
0," You know, the best case is that I win and I can maybe stay here longer; the worst case I lose a tennis match and I'm going back home and going on holidays"
0,"You know, both of them I think is really like without pressure, because both of them are good plans for me"
0,Chinese questions
1,We know today's opening competition was very aggressive
0, Tomorrow we have more play
0," For the new player for tomorrow or for your team, your group, which one do you think is highly possible to come out of the group"
1,"Well, assuming that I only won two games today, even if I win tomorrow it means that Babos has to win against your country girl 6-Love, 6-1, which is going to be really tough"
0,"So for sure I would wish that I would go through, but the percentage of possibilities are really getting lower"
0," I'm not perfect in mathematics, but I can make one plus one, and so"
0,"I think and I hope for you, for this tournament, that Shuai Zhang is going to go through"
0," Not only because she's like your player, but as well because she's a great girl"
0, We played against each other this year at the Olympics
0, It was a difficult match; 7-6 in the third
0, Quite the opposite of the one of today
0,"But, yeah, well, still she is just really nice all the time with every player"
0, Very humble
0," Yeah, so that's why when you like a fellow player, then you wish her all the time all the best"
0," So that's what I wish her, so"
0,May the best win anyway
0,"Chinese fans give you a nickname, which is like teacher"
0, Every opponent against you later on will have greater performance
0, So are you their lucky star for them
0," Well, you know, I still prefer to win and to go far in the tournament because I'm a competitor, but it's a big honor to have nickname from Chinese fans"
0, I admire a lot your culture as well
0, So much wisdom as well
0, For sure so much different than what I grew up with
0,"But I think this is what is amazing about people and about world and about knowing people, is that you can, yeah, discover new things and get to know some new things and have more culture about many other things around"
0,"I know I can sound many times philosophic, but just beside of being a tennis player I think I'm a woman"
0, I'm not only a professional athlete
0," I'm really interested in life in many, things"
0,I enjoy being interested in many things
0," I think it makes my life -- I mean, for sure there is a tennis career, but there is a life after"
0," Hopefully it's going to be long, because I have many other things to discover"
0,"Yeah, I'm just -- I like to explore"
0, I wish the days would be longer
0," Not 24 hours, but let's say way more longer"
0," Then I could do tennis, other things, cooking, trying to learn Chinese"
0, It's tough
0, I'm improving
0," I know like five, six words"
0, That's it
0, Next year I'm going to know more
0,Just -- sorry
0, I just add
0, I did not answer 100% to the question
0," But to be quick -- try -- that, yeah, it's a big honor to get that nickname, but hopefully for the future I'm not going to be the lucky charm"
0, I will myself just being able to go further in the tournaments I'm playing
0,Good win for you today
0, What were you thinking down 4-1
0, How do you feel like you were able to turn it around so quickly
0,"I was like, Yeah, I'm going home, but I don't want to go as loser"
0," No, I mean, I was down, but I didn't really feel that I'm playing that bad"
0, I just felt that game was pretty close
0, I had some easy mistakes
0,So I knew that it's still in my hand
1, I just felt that she played a little bit aggressively than me in the beginning of the match
1," So I was a little bit trying to get the rhythm to play a little bit more aggressive, maybe a little bit longer rallies, that I can go to the game and be able to play"
0,That I think I did
1," I started to serve a little bit better as well, even I had more double faults that I wish"
0, But I still think that I find a way to kind of beat her
1, I played her in Wuhan and I was break down there as well from the beginning of the match
0,"I just probably knew that it's still not the end, so I was just trying to play point by point"
0, That was kind of the style of the match
0,You have difficult first half of the this year
0, You manage to get better and better
0, At which point you just kind of feel that everything is back on track
0,I'm thinking
0, You see it probably
0," No, I mean, I started to play better I think in Montr̩al, after Wimbledon when I didn't have the best result there"
1, I lost in the second round
0, It was very disappointing for me
0," I was really trying to get over it, to kind of not really get down from that loss"
0,"Then I started preparation and I came to Montr̩al and I did feel a little bit better, but it was still not there"
0, I think the important kind of time came in Rio when I started to feel confidenter more than before
0,I think it was kind of extra motivation play by the country
0," That I think gave me a little bit more confidence, more motivation, more energy, everything put into the game"
0,I think that was kind of the point when I started to play better
1," I played good in New Haven and US Open, and then I came to Asia and I really enjoy myself on the court as well"
0,"I miss that feeling for a couple of months in the beginning of the season, so I'm very happy that I found myself again on the court"
0," I do have this beautiful trophy, second trophy"
0," First one, Wuhan"
0, I'm really happy to have it for sure
0,"Even I drop from the top 10, I'm still very positive from the season"
1,You said your congratulations to Andy Murray on your Twitter from world No
0, 2 to No
0, It cost him seven years
0, You were a world No
0, 2 players yourself five years ago
0, Is achieving world No
0, 1 still a big goal for you or you're pretty relaxed about it
0,"I'm pretty relaxed right now, but, yes, I think I the No"
0," 1 spot is still missing in my career, have to say"
0,I think that without that goal I probably don't play tennis anymore
1," I still have a motivation to play better, to improve myself on the court, off the court, to win some tournaments, Grand Slams, and of course with that I'm going to try to be the highest I ever been"
0,I know how difficult it
1, We just saw how Angie did it
0, It's a great thing to have for sure
0," Yeah, I said him congratulations because I think it's a great achievement"
0," I think he did everything what is possible to be there, so I'm really happy for him"
0,We have a superfan question
0,Many congratulations
0,Thank you
0,Just one simple question
0, Will you have any special celebration tonight
1,"I wish, but we are flying home tonight actually because I'm playing Fed Cup next week"
0, But I think in the airport when we will have a time to wait for our plane I think it will be maybe a glass of champagne or wine or something
0,"I think that I will not really sleep easily in the plane, so who knows what happens in the plane"
0, I don't really -- I'm not really person who's planning the celebration
0, We will see
0,I think we need a glass of something
0,We know when you play a tournament you don't spend much time on the practice court
0, How hard are you going to practice in the off-season
0, Are you surprised that I'm not really practicing
0, I'm getting the questions very often
0,I think that in the end I didn't really have to spend like hours on the court to practice when I'm tournament
0," I think that when I'm playing the matches, that's the best practice what I can have"
0, I just had probably one day off between the matches and I hit actually
0,"So, yeah, for the off-season I'm planning to practice, yes"
0, I do
0," I'm starting with the fitness preparation for ten days or two weeks, and then I going to start with the tennis preparation"
1,"I'm starting playing in Hopman Cup, which is a great week for preparation as well"
1, We have a little bit longer season because of the Fed Cup
1,So this extra week in Hopman Cup will you very helpful to get ready for the first Grand Slam of the year
1,"Talking about the Fed Cup, so are you confident to win the championship of Fed Cup for your own country"
0, Now Czech has many strong players
1, You and Pliskova and also some male tennis players
0, So do you think that it is now a golden era for Czech tennis development
0,I think the tennis in Czech Republic has a huge history
1," When Navratilova played, all of them, we always kind of been strong for tennis"
0, I think we have a great time right now to be in the really good form in the women's side
1,"We still have Berdych on the men's side, but the women's side a little bit stronger right now, and that's why we playing final again probably"
0,Of course we should be confident to get the title for us again
0," I think we have a great team, and we going to do everything what we can"
0, We always love to playing
0," It will be great week for sure, and the weekend will be more special"
0,"Will be last two matches of the season, so everybody will just put everything what they have in the body and the mind and we will see"
0, Hopefully the luck will be on our side
0,Can you please comment on the event and the facility here and are you happy with them
0,"Yes, I am very happy"
0,"  I came here and was really surprised how everything is looking, so it was really impressed to me"
0, The city and everything around here is just really nice and I really enjoyed everything
0,I think that the people did a great job
0, We all have to just say thanks to them
0," Of course it's something more with the emotions to have this trophy, but I think everything was just perfect"
0, I'm really glad I was able to came and play
0,"As we all know, you had a great performance this year"
0, Do you have any goal in this tournament
0, Are you still looking for any breakthrough
0," What is your expectation next year, next season"
0, Thank you
0,Right now I'm at this event and my focus is to do the best that I can here
0, I hope to be involved in as many matches as possible and here until the very end
0, Obviously it's a very tough playing field
0, We'll see how it goes
0,"In terms of next year, I don't put any external expectations on myself"
0, I feel very process oriented and I look to improve myself every day
0, Unfortunately sometimes it doesn't get reflected in results
0,I love what I do and I love trying to get better every day
0, That's what I look forward to most next year
0,Quick start today and then got a little tenser from there
1, How did you mitigate the comeback from Stosur and get it done in two
0,"I definitely felt I started strong, but I think throughout the whole match there was not much in it"
0, We had a lot of close games and I really had to fight to kind of keep myself ahead there
0,"I think she played some really, really great tennis in parts"
0, I'm very happy to have come through that
0, Definitely wasn't easy; none of them are
0, I think it was exactly as expected: a tough game
0,"Yeah, I'm looking forward to getting another chance to play"
0,Zhang Shuai told us the other day that when she played a few tournaments in a row she felt physically tired
0, When she stop playing for a few weeks it's also mentally tough for her because she misses tennis and wants to compete
0, You haven't played a tournament for a few weeks
0, Do you feel excited to step on the court and hit the ball again
0,I definitely am very happy to be at an event that I'm actually playing at
0, I think that was a bit of a different experience for me last week
0,But it hasn't been too long
0," My last event was two weeks ago, and I'm very lucky about that"
0," I'm fit and I'm healthy and I'm here and looking forward to, yeah, to really try and play as much as I can seeing as this is my last event for the year"
1,Question about Andy Murray
0, He had the opportunity to become the world No
0, 1 this week
0, What do you think it means to your country
0," Well, I mean, honestly, it would be an incredible achievement for anybody"
0," Obviously being from Great Britain, yeah, he's already a hero at home"
0, There's not much left for him to do
0,"Yeah, he's definitely part of sporting history back home"
0, I think that's a given no matter what happens
0, He's definitely put himself into a great position to be able to achieve that
0, It's not an easy thing to do
0," I think it shouldn't be taken for granted what he has achieved so far, and the fact that he is in this position to get there, I think that's already incredible"
0,"So, yeah, hopefully he will finish strong"
0,Follow-up question on that
0, I am wondering if you know Andy very well
0," In your eyes, what kind of person, not a player, but a person is he"
0,I've recently gotten to know him better and better
0, I've actually known him for quite some time
0," He was training in Spain when I was there, so I have seen him around for quite a lot of years"
0,"It was only I guess recently, since the Olympics and Beijing, where I spent more time with him"
0, He's very funny and down to earth
0," He's incredibly professional, and I think that comes through in everything that he does"
0, That definitely reflects on court as well with what he's achieved in the sport
0,"Yeah, that's I guess all I can say"
0,You'll get a different kind of power in the next match: less spin and more flat
1, How do you adjust to someone who plays such a unique game on the women's tour right now as Stosur compared to someone perhaps more traditional or contemporary like Garcia
0,That's part of every tournament that I play
0, Rarely do I go into an event and play the same kind of player every match
0, There is always going to be some variety and some change
1,"I think I played Caroline twice this year, so we've been on court against each other"
0, I guess that will be in both our favors
0,Otherwise it's a 50/50 match
0, Going into it I will obviously have a chat with my coach and see what I want to be achieving out there
0,"Most importantly, regardless of any game plan or anything, it would be about competing the best I can and really trying to edge the bets in my favor on the court on the day"
0,You just talk about the professionalism of Andy
0," In Beijing, Zhang Shuai said, Me and Joanna, we're always the girls coming to practice very early"
0," Do you think of yourself as one of the hardest working girls on the tour, or just enjoy early practice session"
0,"I try not to compare myself to how other players train or how they, I guess, go through their careers"
0, Everyone is very individual and it's very individual what works for them
0,"But I definitely enjoy working hard and I do actually -- I'm more of a morning person, so I do like early mornings"
0, I'm under no false delusions
0, I'm fully aware that I need to put the time into my profession to get the most out of myself on the court
0,"So, yeah, I invest my time and energy into luckily something that I love"
0,Share some thoughts on ranking
0, Talk about what do you think about ranking
0," Like have you ever imagined you are in top 3 or higher, something like that"
0,"Well, I think it's what I dream of as a little girl"
0, I dreamt of being No
0," 1 in the world, being the best player out there"
0,I think you got to put also dreams aside a little bit separate just because you got to focus on the work and you got to focus on things that you can control
0," That's the effort and attitude that I approach my job, what I do"
0,"So quite honestly, I don't really think of rankings"
0," I don't measure myself by my ranking, nor my results, so I can't really, I guess, answer your question that well"
0,You said you don't measure yourself by ranking and results
0, How do you measure your achievement
0, Your own standard
0,"Well, no, I measure myself according to how I train and how I compete on the day"
0, I look to always make sure that every time I step out on to the court I give it all
0,"As long as I do that, I know I've given myself the best chance to have a good outcome"
0,So growing up you were probably one of the last generations who were looking up at other players and maybe seeing them peak and break through at 19 and 20
1, Now this next generation of juniors is looking up and seeing players like Kerber and Serena and even yourself
0, Of course you're still young yet
0," But seeing players breaking through at a later age - and I know you're personally about the process and gaining experience - do you feel like the next generation is going to adapt more of that philosophy seeing players break through later, and that that might help them in some way"
0,"I think it definitely is in their benefit to see that they're not late for anything, that they're not behind, to have that reassurance that, you know, sometimes it takes time and sometimes it really is just perseverance"
0,I think that's definitely a great thing for them
0," I personally definitely had to work a lot on not feeling like I was behind or not feeling that, yeah, that I was too old"
0, So I think definitely
0, I think that's a great thing for future generations
0,Just a lighter question
1, Bacsinszky showed off an opera mask that apparently you can get in the player lounge
0, Evidently there is a station where you can get calligraphy done and paint a mask
0, Is that something you have had a chance to do or if that is something you would like to do this week
0,"No, but now that you mention it, I will need to go and check this out"
0, I'm all about arts and crafts
0,"No, I haven't had the chance, but I probably will actually walk over there now"
0,Not so lucky today
0, How do you like your performance
0, How will you expect your next round
0,"Yeah, obviously I'm disappointed not to win, but I felt like it was a good match"
0, I thought she came out playing very well
0, From 4-Love down in the first set I thought we were really neck and neck
0," I thought I played well enough, definitely well enough to get myself back into the match"
0,"So positives I can definitely take from it, but of course you want to win"
0, So that's the unfortunate side
0,"For tomorrow, I feel I want to try and do the same things"
1, I am playing another player who is really aggressive and really goes for it and has a good serve
0,So I feel like I probably need to do similar things
0," If I can execute a little bit better, then I've got a very good chance"
0,"Yeah, no matter what, you have to try and play well"
0,"Curious, what do you make of Jo's rise through the year"
0, It's been quite a lot of improvements
0, Some of the changes you might've seen in her game as compared to seasons before
0,"Yeah, obviously she's had a great year"
0," She hasn't got herself to 9 in the world without playing well and consistently, and it started off in Australia this year"
0,"To be honest, before this year I had never really seen her play"
0," I don't have a lot to go on, but, I mean, I think when anybody really makes a dramatic improvement -- she's obviously playing with a lot of confidence now"
0, You can tell she's very deliberate and diligent with what she's doing
0, She seems very professional and I'm sure puts in a lot of time and hard work
0, That's obviously been paying off
0,Then you get a string of matches together and you can have some really great performances
0," Yeah, I can tell that she's obviously improved"
0," Yeah, she's a very good player"
0,What changes do you think you'll make heading into your next match
0,"Playing another player I have never played before, so that's I guess kind of unique these days out on tour"
1,"We've played against each other in doubles and I know that, like I said before, she plays aggressive tennis, got a big serve, really goes for it"
0, She hits the ball hard
0,So I guess in a lot of ways it's kind of similar to today
0, I need to no doubt get off to better starts
0, You can't be giving these girls head starts by four games and expect to be able to come back every single time
0,"If I can really just play how I want to be playing, which is like I did tonight, and get off to those better starts, then I think I have a chance"
0,I have a question about the generational shift
0," When you were growing up and getting into the game there was a sense that if you didn't peak or start playing top-level tennis at 19, 20 it would be difficult to break through"
1," Now this next generation is seeing players like yourself, like Clijsters and Kerber and Serena all playing very well into their mid- to late-20s and into their early 30s"
0, Curious how do you feel that mentality might have helped you growing up and seeing that people can break through at an older age and how you might feel the next generation might respond to this sort of shift
0,"Yeah, I think probably for the next generation you have a lot more hope"
0, You don't have to be this unbelievable talented superstar by the time you're 15
1," I think for a long time, maybe back 10, 15 years ago when Hingis was winning Grand Slams at 16, 17, if you're not at least top 20, top 10, you don't have a chance"
0,"That's really demoralizing, which I don't think is actually the case"
0, I think she was a big exception
0, You see this one person and everyone thinks that is the way it has to be
0, That's a very unique situation
0, Who knows if that can ever happen again
1,"I think with the way tennis is now, with it being a really powerful sport, everyone is aggressive, powerful"
0," If they're not, they're unbelievable movers and read the game exceptionally well"
0,I think it takes a little bit longer to put all these things together
0, I think in general people are getting bigger as well
0, I'm one of the shorter players
0, I'm certainly not tall
0, So I think takes longer to develop that now as well
0," 15, 16 years olds around the like that"
0,"Yeah, I think it's great that now that players now can play a lot longer into a career and really have a really long career and enjoy success for a longer period of time"
0,"Yeah, I think it's a good thing that this is happening rather than feeling you have to peak before you're 20"
0,"Some players at your age are retiring, but your still fighting"
0, What is your motivation
0,To try and get better
0," You know, I love doing what I do"
0, I really enjoy this as a career
0, When you retire there are a lot more retirement years than what there is playing years
0,"I think while I can do it, why not"
0," If I'm fit and healthy and can compete with the best in the world, that's what I want to do"
0,"First of all, congratulations on the win"
1," As we know, tomorrow you'll are playing Kvitova"
0," We all know that she is a powerful player, and you're more skillful"
1," Many, many years ago Davenport and Hingis, they were both representatives of those two kinds players"
0, Do you think your match tomorrow will be any resemblance of how they were playing before
0,"Well, thank you"
0," It's very, very strange that you compare Davenport and Hingis, especially to me"
0," I mean, it's I think a little bit too much because I don't deserve it yet"
0,"And, yeah, she's very, very powerful player, so I need to react really fast and look for opportunity"
0," Just stay in the moment, because you never know when the opportunity is going to come"
0,So I will try just to focus on each point and we will see
0," I mean, react fast is going to be one of the main goals tomorrow"
0,"Questions in English, please"
1,"So it was a tough first set for you, but you got off to a really big lead in the second"
0, How important was it to open up such a big lead after losing the first
0,"Well, it was really weird because I was not in the match"
0, I was completely somewhere
0," Somewhere maybe in my other semifinals, because this morning I said to my team that it's kind of strange because it's like my fifth semifinal in seven last weeks"
0,"It's very, very strange feeling"
0," I was trying to be focused in my match, but everything was not like together"
0," My legs, my brains was not connected"
0,"Well, after I just tried to relax and play my game, play and just enjoy, and I think it worked really well"
0, I was putting a lot of pressure and it was really worked for me in the end
0,What was going through your mind at 3-1 in the
0, Third
1, Jo has won so many three-setters
0, What did you do to turn it around in the end
1,"Well, it's good that you didn't tell me that she won so many three-setters"
1,"I also won a lot of three-set match, and I play good when the matches get long"
0," Well, I played really poor game on 1-2 because I was 40-15 up and then I just lost my focus and didn't serve well"
0," She came up with some good returns, couple of good returns, and then I was under pressure"
0,"Yeah, well, it was really poor game from me, but I was trying to say to myself, Come on; this game is very important, the return, to put pressure back and to try to get back in the game"
1,"And I think it really worked, because couple of returns I felt really good on my racquet, and then I think she was struggling a little bit with her first serve"
1, I was taking second serve as a good opportunity and it worked well
0,"Then, yeah, then I was just playing really good, playing deep, and everything was working well"
0, I was really moving well as well today
0,"You screamed after the match point, so what's the meaning for to you win this battle"
1,"Yeah, it means -- first of all, I screamed because I served for the match; second, that I won this tough, tough match"
0," Because she is playing really good now, and this year she had really, really amazing year"
0, She was quite confident
0,"So this win means a lot, like all other wins that I -- when I beat some players who is higher than me"
0," It's always really, really positive and great experience"
0, Even when I lose it's great experience to see what's going wrong
0,"So today was -- I cannot say that it's special win, but it's just one of the wins that brings me confidence, and also I can see that I am in a good level and moving step by step forward"
1,We know Konta is the top seed of this tournament
0, In this sense I think you also beat No
0, 1 again this year
0, You have already beaten the world No
0," 1, two world No"
0," 1, and the No"
0, 1 of this tournament
0, So what do you think is the key for you to defeat so many top players this year
0, What's the biggest improvement that give you such great confidence to do that
0,I think just being solid with my game
0," I mean, there is no special thing or something secret, but I just try to stay in the moment, to stay solid with my game, and to don't go unlike rollercoaster"
0," You know, like in the park there so close from here, you know, you have rollercoaster"
0, I actually been there yesterday
0,"Well, just being solid and stay mentally in the same level"
0, Then your game is going to be solid as well
0, But it's really tough
0, Only top players can do
0, Even I cannot do it all the time
0," Well, I try"
1,"Today in the third set I lost my focus a little bit and then came back, so it's good"
0, It's very important for me that I came back in a good moment
0, I didn't lose my focus completely
1," Then I would lose for sure, because Konta is the kind of player that when you give her opportunity she takes it straight on"
0,"All top players, when you give the opportunity straightaway they take and don't give you any free points"
1,Are you still cooperating with Justine Henin
0,Yes
0,"So in your opinion, what's the biggest favor she does for you"
0,"Well, she brings me a lot of confidence, first of all"
0," It's good that I have her in my team, so then she can give me opinion on my game"
0," You know, to get some feedback from such an amazing player, such a great champion who been on such a high level, to hear from her what is good in my game, what is not so good, what I need to improve"
0,So for me it's really special
0, She of course shares some experience how she felt when she was playing some tough matches and tough finals as well
0, Her experience means a lot to me
0," Of course not everything I can improve straightaway, but I try to improve little things"
0,"Of course preparation and being on court, all those things"
0, Step by step I try to change and to add some things
0,Great game today
0, Can you talk about what is your outlook for the next game or the entire week
0,"We just ended the game, and to be honest, I haven't had any time to think about the next game"
0, I'll be just enjoying today and I'll leave the next game when it comes
0, I'll be enjoying the night first
0,(In English
0,) How much does it mean to you after the year that you've had to be playing at home
0, What are the emotions that go through your mind
0,(Through translation
0,") I am very happy to win, actually to play in my home country and win the first game here"
0, I cannot say how happy I am about this
1,"It's been three weeks since the China Open, and actually during the three weeks it was a bit tough for me, because without game I kind of don't know what to do with my life"
0," Continuous game and competition does make me tired, however, I like playing even more"
1,We learned earlier this morning that Navarro just quit the game
0, What does that mean and how does that impact on your future performance
0,I did learn this fact 30 minutes before my game
0," To be honest, me knowing or not knowing this fact doesn't really change anything"
1, My opponent today was Bacsinszky
0, That's why I was only focusing on her
0,I would not focus on who I'm going to play next at this moment
0," I'm only focused on the game I played now, not the next one"
1,We know this is your second time playing with Bacsinszky
0," The first one was back in Olympics, and it was three sets, very close game"
0," Today winning, does it mean you know how to play her at this point"
0,"It's been three months since the Olympics by now, and I did see my progress in the performance"
0, I have to say this is not a coincidence
0, I am pretty confident in myself now
1,I just watched some of the video parts of me playing Bacsinszky during the Olympics and I can see that after that and after all the games in Beijing and Japan and Wuhan and Korea I really improved a lot
0," Compared to the Olympic Games, my win was a very close one"
0,I believe that if I can make the best out of my training I can play even better game
0, I also do enjoy my home court advantage here
0, It was great game for me
0,Thank you
0,(In English
0,) You spoke about Carla having to withdraw
0," How are you feeling physically at this part of the season, and how tough is it at the end of the season to be playing one more week"
0,(Through translation
0,) I am physically doing very well
0, After Beijing I took three weeks off and I well adjusted myself
0, I'm fully recovered now
0,I can say that I'm at my best at this moment
0," Also, that is one of the reasons why I played well"
0,"To be honest, Zhuhai is not my last tournament for this year, so I'm going to be playing well, and hopefully I can still enjoy all the games there"
0,This is the end of the season
0, How did you adjust physically
0," And since you're having more out-of-the-court activities, do they actually help your recovery"
0,My life before was kind of boring
0, I'm mostly a homey person
0, I usually spend my day between the courts and my room and sometimes at the restaurants
0,After doing my training in Tianjin and Beijing and U
0,S
0,", I usually stayed in chambers and never go out"
0," However, I do work with a lot of out-of-the-court activities now, especially for those promotional activities for tennis"
0,Sometimes I get to work with kids
0, I like kids a lot and I like sharing my ideas and knowledge with them
0, Their innocence is great enjoyment for me and nice substitution for my regular life
0, I get to meet a lot of people and get to know their background and experience
0,"For example, I used to think playing tennis was so tough; however now I know other jobs are even tougher"
0, Some people told me before that because I used to think that for you guys you get to sit in the office all day on a hot day with air conditioner
0, That's such a nice thing
0,"However, they in return would think that I get to play tennis all day long and such a great thing for him"
0, So the grass is always greener on the other mountain
0,"For me, I like to know more people, more stuff, that's helpful for my own career"
0,After the game you thanked for fans
0," However, there was an incident at the beginning of the game about some people in the audience kept moving"
0, Some fans agreed with you and they said they do need education for the fans
0, Some disagree
0, What's your comment on that
0,It was pretty chaotic and noisy at the beginning
0, I tried to accept the fact
0," However, my point is that if I lost the game because of the disturbance I don't think anybody will be on my side and told me you did a good job already and it's okay to lose"
0,I am a professional tennis player
0, I do need my points and prizes
0, So all of us are professional tennis player and require a quiet environment to play
0, That's simply the rules
0,"I believe my opponent was like me at the beginning of the game; however, she wasn't able to speak Chinese"
0, All she could do is to bring up the issue to the judge
0, There wasn't much the judge could do
0, She could only speak Chinese to the audience to sit down and be quiet
0,"So at the game I saw one person in the audience, and that person was transferring some kind of water back and forth three times"
0, I actually held back for a long while before I brought up this issue
0,"Also, I saw some volunteers are always moving there"
0, That's something that I don't quite understand
0, If you're somebody who doesn't know tennis much it would be okay
0, It's fine
0,"However, if you are a working volunteer, please do respect the rules"
0, This is something I couldn't quite understand
0,"Again, if I won -- of course I won the game and people would you agreeing with me; however, if I did lose, that would be the punishment on me for someone else's fault"
0,"Again, I don't think I should be the one to be blamed because I simply mentioned this is the rules and please respect the rules"
0,Thank you
0,"A little bit of a slow start, but you came back strong in the end"
0, What do you think was the key to turn it around
0,"Well, yeah, it was a really tough start"
0, I think she started playing really solid and I was bit in and out with my attitude and with my game
1,"But then I was just waiting for my chances, and I think in the second set I took my chances"
1,In the third set I think I create chance for myself because I was playing really good and felt the ball really good
0,"Yeah, in the end I think just playing solid was the key for me today"
1,"KiKi told us that you two never played before, right"
0,Yeah
1,"So we can see KiKi deliver many variations in her techniques, like dropshot, and also kept you running from side to side"
0, Is this part of the reason that maybe you need some time to adapt to her style
0," Because you two never play before, how did you adjust your strategy or emotion to turn around in the second half"
0,"Yeah, first of all, of course we never played each other before, but she was in the same situation"
0, I was not really thinking about it
0, I knew that she was going to bring like variations with her game because she's playing lots of doubles and she's really a good doubles player as well
0, So I was really kind of expecting this
1,"But, you know, it was not about how good she can dropshot or something"
1, I don't think she did many in the first set
0, I was just giving her too much time to open the court
1,"Yeah, I think this was the big problem in the first set"
0," Then when I had some time in restroom to think about what happened in the first set, I was like, Come on; you need to step the court and just try to do something with the ball, otherwise she's going to kill you"
0,"Yeah, I was trying to put pressure with my shots, and I think it worked really good"
0,"This is your opening match of the tournament, but it's such a long and tough one; you need two hours"
0," How will this long, tough match influence you in your preparation for the future games"
0,"Well, I expect long matches here because everyone is playing so well"
0," It's kind of normal because everyone have a high rank, so everyone is in the same kind of condition"
0, It's quite normal that there will be long matches
0,"Well, I have my fitness coach here so I'm prepared for long tournament, for long matches"
0, I will try to do my best to recover well
0," I don't know yet when I'm playing, but not playing tomorrow, so I have couple of days off to recover and go for next match"
0,Looking forward for next challenge
0,I think you were the first player to arrive here for the tournament
0, How much do you think that extra preparation helped you
1,When I lost the first set I thought it was the worst thing to do
0,"  Yeah, well I thought that it was bad idea to come here earlier"
0,"Yeah, but then I started to think differently"
0, I started to say to myself what to do on court
0,"Yeah, it's a bit strange because the balls and the court are completely different from last years"
0, It's so different
0, I think everyone is in the same condition and everyone is trying to do their best
0,Everyone is on such a high level here; everyone is adapting really well
0," It's quite normal because here is top players, so we're used to adapt fast and quick"
0,"Last two questions: You mentioned that it is difficult to like find training bases in your country, in Ukraine, and also get out of the country to find good sponsors, or also sponsor your training and playing matches overseas"
0, Did you also come across such challenges or difficulties when you were young
0, How did you overcome the challenges
0, Who give you the biggest help
0, This is the first question
0,Okay
0, I answer first
0," Well, I got really lucky because I have great support from my family"
0," My brother, he used to play professional as well, and was coaching me when I was young, until 12 years old"
0," Then I moved to the other city, which called Kharkiv in Ukraine where I got sponsored"
0, I'm still the ambassador of the place where I used to practice for many years when I was young called Superior Golf Club
0,"There is also tennis court, so I was there most of the time"
0, I got really lucky that I had this opportunity
0," Yeah, then I moved and I was practicing in the academy"
0,So my career was all the time like step by step
0, I don't know
0, Everything just was going not quick
0," Was not rise so fast, but then everything was like quite solid in knew my"
0, I think it helped me a lot
0," It was sometimes of course tough moments in my career, but I always had this support with my family, with my team"
0,"Yeah, I think I can call myself really, really lucky"
0,(Through translation
0,) Two questions: I know this year you've won in Rio and Beijing over No
0, 1 players
0, Does it give you any positive signal for your future competition with high-ranking players
0, Next question is: What's your goal for your next year's ranking
0,"Well, it was great experience for me to play in Olympics first of all, and then beating Serena as the player who is such experienced player and won so many things, I'm not sure I even dreamed to win so many titles as she has done"
1,"Yeah, beating Kerber as well"
0, She's really on top of her game for a moment
0, She had amazing year
0,"Of course it build me a lot of confidence and I was -- yeah, I'm just trying to take match by match"
0, It's always for me really -- I try to focus on each match
0," Of course there is some matches which means a lot for me, and I try to take positive things and I try of course always think what I can improve more"
0,Because I think in those matches which I won against them it was really -- I was playing really well and keeping my emotions on a high level
0," That's why I think this was the key in that game, in that moment"
0,You had a really good win over Vesnina a few months ago
0, Curious if you will do anything different before that match to maybe start maybe a little bit faster and be prepared for that next match
0,"Yeah, I will try to prepare well, to recover, first of all"
0, She's of course really confident I think at the moment after winning doubles in Singapore
1, It's a big thing for her and for Makarova as well
0,I think she would come really confident into the match
0, I will try just to stick to my game
0, I will sit down with my coach and speak about the match
0, Probably he will see what I've done good in New Haven where I played her
0,"Yeah, it's a new match, new challenge"
0, There will be new opportunities
0, I will try to create of course opportunities for myself
0," Yeah, I will do my best"
